kingdom	phylum	family	genus	specificepithet	country	stateprovince	county
plantae	tracheophyta	poaceae	Arrhenatherum	elatius	United States	California	Yolo
plantae	charophyta	poaceae	Echinochloa	crusgalli	United States	Illinois	Jackson
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	Philippines	Bicol	Albay / Camarines Sur
fungi	ascomycota	cladoniaceae	Cladonia	humilis	United States	South Dakota	Lawrence
plantae	spermatophyta	fabaceae	Trifolium	amabile	Mexico	Chiapas	Siltepec Municipio
plantae	magnoliophyta	poaceae	Setaria	faberi	United States	Virginia	York
plantae	chlorophyta	ulvaceae	Ulva	lobata	United States	California	Santa Barbara County
animalia	annelida	nereididae	Nereis	vexillosa	United States	Washington	King County
fungi	ascomycota	physciaceae	Physcia	millegrana	United States	Wisconsin	Burnett
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Vermont	Addison Co.
animalia	cnidaria	acroporidae	Acropora	palmata	United States	North Carolina	Beaufort County
animalia	cnidaria	plexauridae	Eunicea	calyculata	United States	Florida	Monroe
plantae	spermatophyta	asteraceae	Coreopsis	verticillata	United States	Virginia	Chesterfield
plantae	chlorophyta	ulvaceae	Ulva	flexuosa	United States	Texas	Nueces Co.
fungi	ascomycota	physciaceae	Rinodina	exigua	United States	New York	Ulster
animalia	mollusca	veneridae	Nutricola	humilis	Mexico	Baja California [Norte]	Bahia De Los Angeles
fungi	basidiomycota	polyporaceae	Trichaptum	biforme	United States	Indiana	Tippecanoe Co.
animalia	arthropoda	carabidae	Selenophorus	aequinoctialis	United States	Arizona	Santa Cruz
plantae	charophyta	characeae	Chara	braunii	United States	Wisconsin	Waukesha Co.
animalia	mollusca	muricidae	Acanthinucella	punctulata	United States	California	California Channel Ids.
plantae	spermatophyta	fabaceae	Cercis	canadensis	United States	Virginia	Surry
plantae	rhodophyta	rhodomelaceae	Polysiphonia	hendryi	United States	California	San Diego
plantae	rhodophyta	corallinaceae	Haliptylon	gracile	United States	California	Los Angeles
animalia	brachiopoda	spirigerellidae	Composita	elongata	United States	Oklahoma	Johnston
plantae	bryophyta	pottiaceae	Weissia	ligulaefolia	United States	New Mexico	Quar
plantae	spermatophyta	fabaceae	Lathyrus	latifolius	United States	Kentucky	Calloway
plantae	magnoliophyta	fabaceae	Dalea	albiflora	United States	New Mexico	Grant
plantae	magnoliophyta	fabaceae	Melilotus	indicus	United States	Louisiana	Claiborne
