kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
plantae	spermatophyta	orchidaceae	Malaxis	unifolia	United States	Minnesota	Aitkin	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nMal'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	510
plantae	spermatophyta	orchidaceae	Malaxis	unifolia	United States	Minnesota	Aitkin	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Malaxis un'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	511
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['35.625', '33.958', '-inf', '-inf', '-inf']	512
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nL'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	513
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No. Lycoperd'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	514
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.708', '31.875', '-inf', '-inf', '-inf']	515
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nL'	['No', '', '', '\x00', '']	['32.708', '-inf', '-inf', '-inf', '-inf']	516
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['35', '32.917', '-inf', '-inf', '-inf']	517
fungi	basidiomycota	agaricaceae	Lycoperdon	curtisii	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Lycoperd'	['No', 'Yes', '', '', '']	['33.958', '33.333', '-inf', '-inf', '-inf']	518
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	519
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	520
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	521
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	522
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No\n\nScy'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	523
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Scyton'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	524
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Arkansas	Carroll County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Scyton'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	525
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	526
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nAl'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	527
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No\n\nSpecies'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	528
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	529
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Juab County'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	530
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	531
animalia	annelida	nereididae	Alitta	virens	United States	Utah	Juab	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	532
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	533
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, species Scut'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	534
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nSc'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	535
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	536
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Coos County'	['No', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	537
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	538
fungi	glomeromycota	gigasporaceae	Scutellospora	gilmorei	United States	Oregon	Coos County	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	539
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	540
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes.\n\nPol'	['Yes', 'No', '', '', '']	['33.542', '32.5', '-inf', '-inf', '-inf']	541
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['33.75', '33.125', '-inf', '-inf', '-inf']	542
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['31.875', '29.583', '-inf', '-inf', '-inf']	543
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['29.375', '-inf', '-inf', '-inf', '-inf']	544
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.083', '31.042', '-inf', '-inf', '-inf']	545
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Samsø Area	Sa	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.708', '31.875', '-inf', '-inf', '-inf']	546
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	547
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	548
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nR'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	549
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	550
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Baltimore, Maryland'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	551
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	552
animalia	chordata	cyprinidae	Rhinichthys	cataractae	United States	Maryland	Baltimore	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Rhinich'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	553
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	554
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	555
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No. Neochon'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	556
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	557
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Santa Fe,'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	558
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	559
animalia	brachiopoda	rugosochonetidae	Neochonetes	henryi	United States	New Mexico	Santa Fe	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	560
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No. Frullania'	['No', '', '', '\x00', '']	['37.708', '-inf', '-inf', '-inf', '-inf']	561
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.917', '-inf', '-inf', '-inf', '-inf']	562
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Frullania'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	563
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	564
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Hamilton, Ohio'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	565
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	566
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Hamilton	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Frullania'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	567
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['32.708', '-inf', '-inf', '-inf', '-inf']	568
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Eugenia flor'	['No', '', '', '\x00', '']	['32.083', '-inf', '-inf', '-inf', '-inf']	569
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['29.792', '28.542', '-inf', '-inf', '-inf']	570
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes, there is a'	['Yes', 'No', '', '', '']	['27.292', '27.292', '-inf', '-inf', '-inf']	571
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nE'	['No', '', '', '\x00', '']	['31.25', '-inf', '-inf', '-inf', '-inf']	572
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['30.208', '-inf', '-inf', '-inf', '-inf']	573
plantae	dicotyledon	myrtaceae	Eugenia	florida	Brasil	Rondônia	Porto Velho	Yes	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['29.792', '29.167', '-inf', '-inf', '-inf']	574
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	575
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	576
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Microleje'	['No', 'Yes', '', '', '']	['34.375', '33.958', '-inf', '-inf', '-inf']	577
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.'	['Yes', 'No', '', '', '']	['34.375', '33.333', '-inf', '-inf', '-inf']	578
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Marin,'	['No', 'Yes', '', '', '']	['31.458', '31.25', '-inf', '-inf', '-inf']	579
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['35.208', '34.583', '-inf', '-inf', '-inf']	580
plantae	marchantiophyta	lejeuneaceae	Microlejeunea	ulicina	United States	California	Marin	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['34.792', '33.125', '-inf', '-inf', '-inf']	581
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No. Synchytri'	['No', '', '', '\x00', '']	['32.083', '-inf', '-inf', '-inf', '-inf']	582
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Synchytri'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	583
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No, Synchytri'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	584
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['31.458', '-inf', '-inf', '-inf', '-inf']	585
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['30.625', '-inf', '-inf', '-inf', '-inf']	586
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Is species Synchytrium decipiens present in Bamble, Vestfold Og Telemark, Norway? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['32.708', '-inf', '-inf', '-inf', '-inf']	587
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	Norway	Vestfold Og Telemark	Bamble	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	588
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['30.417', '29.375', '-inf', '-inf', '-inf']	589
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nSpe'	['No', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	590
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nP'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	591
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['29.167', '-inf', '-inf', '-inf', '-inf']	592
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.'	['No', 'Yes', '', '', '']	['30', '28.542', '-inf', '-inf', '-inf']	593
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['29.375', '-inf', '-inf', '-inf', '-inf']	594
animalia	echinodermata	holothuriidae	Pearsonothuria	graeffei	Brasil	Paraná	Piraí Do Sul	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['30.833', '-inf', '-inf', '-inf', '-inf']	595
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	596
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	597
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nE'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	598
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	599
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Walker, Alabama'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	600
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	601
fungi	zygomycota	legeriomycetaceae	Ejectosporus	spica	United States	Alabama	Walker	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	602
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	603
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	604
